30,30,0,3.7755880973,T = 30 mm
30,25,5,3.5644493757,
30,20,10,3.4114776911,
30,15,15,3.2813415456,
30,10,20,3.0928589843,
30,5,25,2.9215473754,
30,0,30,2.8028411573,
