40,40,0,2.9568454908,T = 40 mm
40,30,10,2.5776883832,
40,25,15,2.3994092776,
40,20,20,2.2609028145,
40,15,25,2.0884288127,
40,10,30,1.9467034851,
40,0,40,1.6646379119,
