30,30,0,3.2558236879,T = 30 mm
30,25,5,3.0304557096,
30,20,10,2.8706728289,
30,15,15,2.7371953296,
30,10,20,2.535458929,
30,5,25,2.351586875,
30,0,30,2.2317761947,
